"","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"4634","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1993-08",NA,"",NA,"",0.07,",,a,08,",NA,"",NA,"",0.14,",,,a",NA,"",NA,"",NA,""
"4635","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1993-10",NA,"",NA,"",1.37,",,a,02,",NA,"",NA,"",3.06,",,,a",NA,"",NA,"",NA,""
"4636","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1993-11",NA,"",NA,"",0.77,",,a,19,",NA,"",NA,"",1.42,",,,a",NA,"",NA,"",NA,""
"4637","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1994-01",NA,"",NA,"",0.09,",,a,17,",NA,"",NA,"",0.09,",,,a",NA,"",NA,"",NA,""
"4638","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1994-02",NA,"",NA,"",NA,"",NA,"",NA,"",3.51,",a,,a",NA,"",NA,"",NA,""
"4639","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1994-03",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4640","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1994-04",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4641","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1994-05",NA,"",NA,"",0.15,",,a,09,",NA,"",NA,"",0.15,",,,a",NA,"",NA,"",NA,""
"4642","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1994-06",NA,"",NA,"",0.57,",,a,06,",NA,"",NA,"",0.62,",,,a",NA,"",NA,"",NA,""
"4643","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1994-07",NA,"",NA,"",0.13,",,a,30,",NA,"",NA,"",0.13,",,,a",NA,"",NA,"",NA,""
"4644","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1994-08",NA,"",NA,"",0.02,",,a,13,",NA,"",NA,"",0.02,",,,a",NA,"",NA,"",NA,""
"4645","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1994-09",NA,"",NA,"",NA,"",NA,"",NA,"",0.33,",a,,a",NA,"",NA,"",NA,""
"4646","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1994-10",NA,"",NA,"",0.31,",,a,26,",NA,"",NA,"",0.41,",,,a",NA,"",NA,"",NA,""
"4647","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1994-11",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4648","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1994-12",NA,"",NA,"",0.17,",,a,23,",NA,"",NA,"",0.2,",,,a",NA,"",NA,"",NA,""
"4649","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1995-01",NA,"",NA,"",0.4,",,a,17,",NA,"",NA,"",0.84,",,,a",NA,"",NA,"",NA,""
"4650","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1995-02",NA,"",NA,"",0.33,",,a,06,",NA,"",NA,"",0.33,",,,a",NA,"",NA,"",NA,""
"4651","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1995-03",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4652","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1995-04",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4653","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1995-05",NA,"",NA,"",0.65,",,a,01,",NA,"",NA,"",1.32,",,,a",NA,"",NA,"",NA,""
"4654","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1995-06",NA,"",NA,"",NA,"",NA,"",NA,"",0.94,",a,,a",NA,"",NA,"",NA,""
"4655","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1995-07",NA,"",NA,"",0.18,",,a,11,",NA,"",NA,"",0.35,",,,a",NA,"",NA,"",NA,""
"4656","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1995-08",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4657","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1995-09",NA,"",NA,"",0.52,",,a,24,",NA,"",NA,"",1.22,",,,a",NA,"",NA,"",NA,""
"4658","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1995-10",NA,"",NA,"",0.87,"2,,a,22,",NA,"",NA,"",1.98,",a,,a",NA,"",NA,"",NA,""
"4659","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1995-11",NA,"",NA,"",0.53,",,a,10,",NA,"",NA,"",1.22,",,,a",NA,"",NA,"",NA,""
"4660","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1995-12",NA,"",NA,"",0.19,",,a,18,",NA,"",NA,"",0.27,",,,a",NA,"",NA,"",NA,""
"4661","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1996-01",NA,"",NA,"",1,",,a,01,",NA,"",NA,"",1,",,,a",NA,"",NA,"",NA,""
"4662","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1996-02",NA,"",NA,"",0.35,",,a,27,",NA,"",NA,"",0.67,",,,a",NA,"",NA,"",NA,""
"4663","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1996-03",NA,"",NA,"",2.39,",,a,16,",NA,"",NA,"",2.54,",,,a",NA,"",NA,"",NA,""
"4664","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1996-04",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4665","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1996-05",NA,"",NA,"",0.02,"3,,a,19,",NA,"",NA,"",0.22,",a,,a",NA,"",NA,"",NA,""
"4666","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1996-06",NA,"",NA,"",0.08,"3,,a,23,+",NA,"",NA,"",0.41,",a,,a",NA,"",NA,"",NA,""
"4667","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1996-07",NA,"",NA,"",NA,"",NA,"",NA,"",2.17,",a,,a",NA,"",NA,"",NA,""
"4668","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1996-08",NA,"",NA,"",0.28,",,a,23,+",NA,"",NA,"",0.93,",,,a",NA,"",NA,"",NA,""
"4669","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1996-09",NA,"",NA,"",0.67,"5,,a,29,",NA,"",NA,"",1,",a,,a",NA,"",NA,"",NA,""
"4670","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1996-10",NA,"",NA,"",0.28,",,a,18,",NA,"",NA,"",0.43,",,,a",NA,"",NA,"",NA,""
"4671","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1996-11",NA,"",NA,"",NA,"",NA,"",NA,"",0.6,",a,,a",NA,"",NA,"",NA,""
"4672","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1996-12",NA,"",NA,"",0.91,",,a,07,",NA,"",NA,"",0.91,",,,a",NA,"",NA,"",NA,""
"4673","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1997-01",NA,"",NA,"",0.51,"3,,a,15,",NA,"",NA,"",0.86,",a,,a",NA,"",NA,"",NA,""
"4674","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1997-02",NA,"",NA,"",0.45,"3,,a,07,",NA,"",NA,"",1.35,",a,,a",NA,"",NA,"",NA,""
"4675","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1997-03",NA,"",NA,"",0.02,",,a,07,",NA,"",NA,"",0.02,",,,a",NA,"",NA,"",NA,""
"4676","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1997-04",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4677","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1997-05",NA,"",NA,"",0.6,",,a,16,",NA,"",NA,"",1.49,",,,a",NA,"",NA,"",NA,""
"4678","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1997-06",NA,"",NA,"",0.05,"3,,a,13,",NA,"",NA,"",0.1,",a,,a",NA,"",NA,"",NA,""
"4679","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1997-07",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4680","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1997-08",NA,"",NA,"",0.31,"2,,a,07,",NA,"",NA,"",0.49,",a,,a",NA,"",NA,"",NA,""
"4681","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1997-09",NA,"",NA,"",0.76,"5,,a,02,",NA,"",NA,"",1.41,",a,,a",NA,"",NA,"",NA,""
"4682","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1997-10",NA,"",NA,"",NA,"",NA,"",NA,"",1.01,",a,,a",NA,"",NA,"",NA,""
"4683","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1997-11",NA,"",NA,"",0.26,"3,,a,26,",NA,"",NA,"",0.64,",a,,a",NA,"",NA,"",NA,""
"4684","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1997-12",NA,"",NA,"",0.46,"2,,a,09,",NA,"",NA,"",0.56,",a,,a",NA,"",NA,"",NA,""
"4685","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1998-01",NA,"",NA,"",3.6,",,a,10,",NA,"",NA,"",4.47,",,,a",NA,"",NA,"",NA,""
"4686","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1998-02",NA,"",NA,"",0.01,"5,,a,06,",NA,"",NA,"",0.48,",a,,a",NA,"",NA,"",NA,""
"4687","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1998-03",NA,"",NA,"",NA,"",NA,"",NA,"",0.07,",a,,a",NA,"",NA,"",NA,""
"4688","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1998-04",NA,"",NA,"",0.14,"5,,a,20,",NA,"",NA,"",0.24,",a,,a",NA,"",NA,"",NA,""
"4689","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1998-05",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4690","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1998-06",NA,"",NA,"",0.06,"2,,a,22,",NA,"",NA,"",0.29,",a,,a",NA,"",NA,"",NA,""
"4691","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1998-07",NA,"",NA,"",0.74,",,a,19,",NA,"",NA,"",1.82,",,,a",NA,"",NA,"",NA,""
"4692","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1998-08",NA,"",NA,"",0.31,"2,,a,07,",NA,"",NA,"",0.38,",a,,a",NA,"",NA,"",NA,""
"4693","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1998-09",NA,"",NA,"",0.25,",,a,11,",NA,"",NA,"",0.68,",,,a",NA,"",NA,"",NA,""
"4694","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1998-10",NA,"",NA,"",0.11,",,a,10,",NA,"",NA,"",0.39,",,,a",NA,"",NA,"",NA,""
"4695","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1998-11",NA,"",NA,"",0.32,",,a,12,",NA,"",NA,"",0.7,",,,a",NA,"",NA,"",NA,""
"4696","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1998-12",NA,"",NA,"",0.29,",,a,20,",NA,"",NA,"",0.31,",,,a",NA,"",NA,"",NA,""
"4697","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1999-01",NA,"",NA,"",0.06,",,a,08,",NA,"",NA,"",0.08,",,,a",NA,"",NA,"",NA,""
"4698","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1999-02",NA,"",NA,"",0.23,",,a,12,",NA,"",NA,"",0.41,",,,a",NA,"",NA,"",NA,""
"4699","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1999-03",NA,"",NA,"",0.25,"4,,a,01,",NA,"",NA,"",0.8,",a,,a",NA,"",NA,"",NA,""
"4700","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1999-04",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4701","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1999-05",NA,"",NA,"",0.15,",,a,12,",NA,"",NA,"",0.23,",,,a",NA,"",NA,"",NA,""
"4702","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1999-06",NA,"",NA,"",0.1,",,a,06,",NA,"",NA,"",0.22,",,,a",NA,"",NA,"",NA,""
"4703","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1999-07",NA,"",NA,"",0.52,",,a,09,",NA,"",NA,"",1.04,",,,a",NA,"",NA,"",NA,""
"4704","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1999-08",NA,"",NA,"",0.14,",,a,08,",NA,"",NA,"",0.2,",,,a",NA,"",NA,"",NA,""
"4705","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1999-09",NA,"",NA,"",0.27,",,a,30,",NA,"",NA,"",0.31,",,,a",NA,"",NA,"",NA,""
"4706","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1999-10",NA,"",NA,"",0.75,",,a,04,",NA,"",NA,"",1.5,",,,a",NA,"",NA,"",NA,""
"4707","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1999-11",NA,"",NA,"",0.58,",,a,06,",NA,"",NA,"",1.48,",,,a",NA,"",NA,"",NA,""
"4708","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"1999-12",NA,"",NA,"",0.31,",,a,25,",NA,"",NA,"",1.3,",,,a",NA,"",NA,"",NA,""
"4709","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2000-01",NA,"",NA,"",0.02,",,a,27,",NA,"",NA,"",0.02,",,,a",NA,"",NA,"",NA,""
"4710","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2000-02",NA,"",NA,"",0.52,"2,,a,12,",NA,"",NA,"",5.63,",a,,a",NA,"",NA,"",NA,""
"4711","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2000-03",NA,"",NA,"",0.04,",,a,21,",NA,"",NA,"",0.04,",,,a",NA,"",NA,"",NA,""
"4712","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2000-04",NA,"",NA,"",0.51,"2,,a,12,",NA,"",NA,"",2.38,",a,,a",NA,"",NA,"",NA,""
"4713","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2000-05",NA,"",NA,"",0.24,",,a,04,",NA,"",NA,"",0.64,",,,a",NA,"",NA,"",NA,""
"4714","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2000-06",NA,"",NA,"",0.14,",,a,20,",NA,"",NA,"",0.2,",,,a",NA,"",NA,"",NA,""
"4715","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2000-07",NA,"",NA,"",0.1,",,a,19,",NA,"",NA,"",0.35,",,,a",NA,"",NA,"",NA,""
"4716","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2000-08",NA,"",NA,"",0.2,"5,,a,24,",NA,"",NA,"",0.58,",a,,a",NA,"",NA,"",NA,""
"4717","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2000-09",NA,"",NA,"",0.35,",,a,01,",NA,"",NA,"",1.01,",,,a",NA,"",NA,"",NA,""
"4718","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2000-10",NA,"",NA,"",0.54,",,a,24,",NA,"",NA,"",1.25,",,,a",NA,"",NA,"",NA,""
"4719","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2000-11",NA,"",NA,"",0.46,",,a,15,",NA,"",NA,"",1.49,",,,a",NA,"",NA,"",NA,""
"4720","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2000-12",NA,"",NA,"",0.34,"3,,a,23,",NA,"",NA,"",0.5,",a,,a",NA,"",NA,"",NA,""
"4721","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2001-01",NA,"",NA,"",0.09,",,a,27,",NA,"",NA,"",0.09,",,,a",NA,"",NA,"",NA,""
"4722","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2001-02",NA,"",NA,"",0.59,",,a,10,",NA,"",NA,"",0.68,",,,a",NA,"",NA,"",NA,""
"4723","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2001-03",NA,"",NA,"",0.08,",,a,17,",NA,"",NA,"",0.12,",,,a",NA,"",NA,"",NA,""
"4724","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2001-04",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4725","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2001-05",NA,"",NA,"",0.12,",,a,19,+",NA,"",NA,"",0.35,",,,a",NA,"",NA,"",NA,""
"4726","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2001-06",NA,"",NA,"",0.5,"2,,a,13,",NA,"",NA,"",1.27,",a,,a",NA,"",NA,"",NA,""
"4727","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2001-07",NA,"",NA,"",0.35,",,a,11,",NA,"",NA,"",0.66,",,,a",NA,"",NA,"",NA,""
"4728","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2001-08",NA,"",NA,"",0.05,",,a,26,",NA,"",NA,"",0.06,",,,a",NA,"",NA,"",NA,""
"4729","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2001-09",NA,"",NA,"",0.69,"5,,a,12,",NA,"",NA,"",1.69,",a,,a",NA,"",NA,"",NA,""
"4730","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2001-10",NA,"",NA,"",0.42,"2,,a,11,",NA,"",NA,"",1.09,",a,,a",NA,"",NA,"",NA,""
"4731","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2001-11",NA,"",NA,"",0.02,",,a,07,",NA,"",NA,"",0.02,",,,a",NA,"",NA,"",NA,""
"4732","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2001-12",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4733","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2002-01",NA,"",NA,"",0.26,",,a,22,",NA,"",NA,"",0.32,",,,a",NA,"",NA,"",NA,""
"4734","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2002-02",NA,"",NA,"",0.46,",,a,20,",NA,"",NA,"",0.47,",,,a",NA,"",NA,"",NA,""
"4735","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2002-03",NA,"",NA,"",0.06,",,a,28,",NA,"",NA,"",0.06,",,,a",NA,"",NA,"",NA,""
"4736","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2002-04",NA,"",NA,"",0.15,"3,,a,12,",NA,"",NA,"",0.73,",a,,a",NA,"",NA,"",NA,""
"4737","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2002-05",NA,"",NA,"",0.12,",,a,14,",NA,"",NA,"",0.22,",,,a",NA,"",NA,"",NA,""
"4738","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2002-06",NA,"",NA,"",0.05,",,a,17,",NA,"",NA,"",0.06,",,,a",NA,"",NA,"",NA,""
"4739","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2002-07",NA,"",NA,"",0.05,",,a,15,",NA,"",NA,"",0.09,",,,a",NA,"",NA,"",NA,""
"4740","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2002-08",NA,"",NA,"",0.09,",,a,06,",NA,"",NA,"",0.13,",,,a",NA,"",NA,"",NA,""
"4741","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2002-09",NA,"",NA,"",0.04,",,a,17,",NA,"",NA,"",0.07,",,,a",NA,"",NA,"",NA,""
"4742","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2002-10",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4743","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2002-11",NA,"",NA,"",0.05,",,a,26,",NA,"",NA,"",0.09,",,,a",NA,"",NA,"",NA,""
"4744","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2002-12",NA,"",NA,"",0.19,",,a,31,",NA,"",NA,"",0.27,",,,a",NA,"",NA,"",NA,""
"4745","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2003-01",NA,"",NA,"",0.08,",,a,01,",NA,"",NA,"",0.08,",,,a",NA,"",NA,"",NA,""
"4746","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2003-02",NA,"",NA,"",1.11,",,a,21,",NA,"",NA,"",1.64,",,,a",NA,"",NA,"",NA,""
"4747","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2003-03",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4748","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2003-04",NA,"",NA,"",0.12,",,a,14,",NA,"",NA,"",0.17,",,,a",NA,"",NA,"",NA,""
"4749","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2003-05",NA,"",NA,"",1.64,",,a,13,",NA,"",NA,"",1.92,",,,a",NA,"",NA,"",NA,""
"4750","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2003-06",NA,"",NA,"",0.12,"2,,a,03,",NA,"",NA,"",0.51,",a,,a",NA,"",NA,"",NA,""
"4751","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2003-07",NA,"",NA,"",0.09,"2,,a,03,",NA,"",NA,"",0.73,",a,,a",NA,"",NA,"",NA,""
"4752","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2003-08",NA,"",NA,"",0.54,"2,,a,14,",NA,"",NA,"",1.62,",a,,a",NA,"",NA,"",NA,""
"4753","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2003-09",NA,"",NA,"",0.01,",,a,23,",NA,"",NA,"",0.01,",,,a",NA,"",NA,"",NA,""
"4754","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2003-10",NA,"",NA,"",0.43,",,a,02,",NA,"",NA,"",1.24,",,,a",NA,"",NA,"",NA,""
"4755","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2003-11",NA,"",NA,"",0.35,",,a,21,",NA,"",NA,"",0.47,",,,a",NA,"",NA,"",NA,""
"4756","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2003-12",NA,"",NA,"",1.18,",,a,01,",NA,"",NA,"",1.96,",,,a",NA,"",NA,"",NA,""
"4757","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2004-01",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4758","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2004-02",NA,"",NA,"",0.24,",,a,23,",NA,"",NA,"",0.31,",,,a",NA,"",NA,"",NA,""
"4759","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2004-03",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4760","ASN00047031","BROKEN HILL STEPHENS CREEK RE, AS",-31.8803,141.593,238,"2004-04",NA,"",NA,"",0.01,",,a,01,",NA,"",NA,"",0.01,",,,a",NA,"",NA,"",NA,""
