"","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"1","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1922-07",NA,"",NA,"",0.09,",,a,30,+",NA,"",NA,"",0.28,",,,a",NA,"",NA,"",NA,""
"2","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1922-08",NA,"",NA,"",0.69,",,a,25,",NA,"",NA,"",0.69,",,,a",NA,"",NA,"",NA,""
"3","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1922-10",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"4","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1922-11",NA,"",NA,"",0.01,",,a,27,",NA,"",NA,"",0.01,",,,a",NA,"",NA,"",NA,""
"5","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1922-12",NA,"",NA,"",0.17,",,a,22,",NA,"",NA,"",0.46,",,,a",NA,"",NA,"",NA,""
"6","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1923-01",NA,"",NA,"",0.2,",,a,16,+",NA,"",NA,"",0.63,",,,a",NA,"",NA,"",NA,""
"7","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1923-02",NA,"",NA,"",0.02,",,a,09,",NA,"",NA,"",0.06,",,,a",NA,"",NA,"",NA,""
"8","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1923-03",NA,"",NA,"",0.27,",,a,23,",NA,"",NA,"",0.44,",,,a",NA,"",NA,"",NA,""
"9","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1923-04",NA,"",NA,"",0.61,",,a,10,",NA,"",NA,"",1.61,",,,a",NA,"",NA,"",NA,""
"10","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1923-05",NA,"",NA,"",0.04,",,a,25,",NA,"",NA,"",0.06,",,,a",NA,"",NA,"",NA,""
"11","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1923-06",NA,"",NA,"",0.3,",,a,27,",NA,"",NA,"",1.17,",,,a",NA,"",NA,"",NA,""
"12","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1923-07",NA,"",NA,"",0.62,",,a,27,",NA,"",NA,"",1.06,",,,a",NA,"",NA,"",NA,""
"13","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1923-08",NA,"",NA,"",0.01,",,a,03,",NA,"",NA,"",0.01,",,,a",NA,"",NA,"",NA,""
"14","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1923-09",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"15","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1923-10",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"16","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1923-11",NA,"",NA,"",0.03,",,a,30,",NA,"",NA,"",0.04,",,,a",NA,"",NA,"",NA,""
"17","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1923-12",NA,"",NA,"",0.2,",,a,01,",NA,"",NA,"",0.36,",,,a",NA,"",NA,"",NA,""
"18","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1924-01",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"19","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1924-02",NA,"",NA,"",0.3,",,a,22,",NA,"",NA,"",0.3,",,,a",NA,"",NA,"",NA,""
"20","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1924-03",NA,"",NA,"",1.15,",,a,19,",NA,"",NA,"",1.79,",,,a",NA,"",NA,"",NA,""
"21","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1924-04",NA,"",NA,"",0.09,",,a,08,",NA,"",NA,"",0.15,",,,a",NA,"",NA,"",NA,""
"22","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1924-05",NA,"",NA,"",0.43,",,a,09,",NA,"",NA,"",1.02,",,,a",NA,"",NA,"",NA,""
"23","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1924-06",NA,"",NA,"",0.1,",,a,08,",NA,"",NA,"",0.22,",,,a",NA,"",NA,"",NA,""
"24","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1924-07",NA,"",NA,"",0.18,",,a,25,+",NA,"",NA,"",0.39,",,,a",NA,"",NA,"",NA,""
"25","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1924-08",NA,"",NA,"",0.09,",,a,08,",NA,"",NA,"",0.3,",,,a",NA,"",NA,"",NA,""
"26","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1924-09",NA,"",NA,"",0.07,",,a,06,",NA,"",NA,"",0.1,",,,a",NA,"",NA,"",NA,""
"27","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1924-10",NA,"",NA,"",0.07,",,a,24,",NA,"",NA,"",0.1,",,,a",NA,"",NA,"",NA,""
"28","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1924-11",NA,"",NA,"",0.1,",,a,15,",NA,"",NA,"",0.16,",,,a",NA,"",NA,"",NA,""
"29","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1924-12",NA,"",NA,"",0.03,",,a,12,",NA,"",NA,"",0.03,",,,a",NA,"",NA,"",NA,""
"30","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1925-01",NA,"",NA,"",0.34,",,a,17,",NA,"",NA,"",0.78,",,,a",NA,"",NA,"",NA,""
"31","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1925-02",NA,"",NA,"",2.26,",,a,16,",NA,"",NA,"",5.36,",,,a",NA,"",NA,"",NA,""
"32","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1925-03",NA,"",NA,"",0.7,",,a,03,",NA,"",NA,"",0.84,",,,a",NA,"",NA,"",NA,""
"33","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1925-04",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"34","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1925-05",NA,"",NA,"",0.34,",,a,20,",NA,"",NA,"",0.91,",,,a",NA,"",NA,"",NA,""
"35","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1925-06",NA,"",NA,"",0.34,",,a,28,",NA,"",NA,"",0.41,",,,a",NA,"",NA,"",NA,""
"36","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1925-07",NA,"",NA,"",0.14,",,a,09,",NA,"",NA,"",0.2,",,,a",NA,"",NA,"",NA,""
"37","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1925-08",NA,"",NA,"",0.29,",,a,15,",NA,"",NA,"",0.36,",,,a",NA,"",NA,"",NA,""
"38","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1925-09",NA,"",NA,"",0.25,",,a,10,",NA,"",NA,"",0.37,",,,a",NA,"",NA,"",NA,""
"39","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1925-10",NA,"",NA,"",0.06,",,a,23,+",NA,"",NA,"",0.15,",,,a",NA,"",NA,"",NA,""
"40","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1925-11",NA,"",NA,"",0.13,",,a,05,",NA,"",NA,"",0.16,",,,a",NA,"",NA,"",NA,""
"41","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1925-12",NA,"",NA,"",0.6,",,a,08,",NA,"",NA,"",1.45,",,,a",NA,"",NA,"",NA,""
"42","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1926-01",NA,"",NA,"",0.5,",,a,03,",NA,"",NA,"",0.5,",,,a",NA,"",NA,"",NA,""
"43","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1926-02",NA,"",NA,"",0.32,",,a,03,",NA,"",NA,"",0.49,",,,a",NA,"",NA,"",NA,""
"44","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1926-03",NA,"",NA,"",0.67,",,a,09,",NA,"",NA,"",1.41,",,,a",NA,"",NA,"",NA,""
"45","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1926-04",NA,"",NA,"",0.01,",,a,15,",NA,"",NA,"",0.01,",,,a",NA,"",NA,"",NA,""
"46","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1926-05",NA,"",NA,"",0.36,",,a,07,",NA,"",NA,"",0.76,",,,a",NA,"",NA,"",NA,""
"47","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1926-06",NA,"",NA,"",0.11,",,a,20,",NA,"",NA,"",0.3,",,,a",NA,"",NA,"",NA,""
"48","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1926-07",NA,"",NA,"",0.17,",,a,16,",NA,"",NA,"",0.42,",,,a",NA,"",NA,"",NA,""
"49","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1926-08",NA,"",NA,"",0.03,",,a,27,+",NA,"",NA,"",0.08,",,,a",NA,"",NA,"",NA,""
"50","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1926-09",NA,"",NA,"",0.09,",,a,23,",NA,"",NA,"",0.09,",,,a",NA,"",NA,"",NA,""
"51","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1926-10",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"52","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1926-11",NA,"",NA,"",1.38,",,a,19,",NA,"",NA,"",1.92,",,,a",NA,"",NA,"",NA,""
"53","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1926-12",NA,"",NA,"",0.28,",,a,13,",NA,"",NA,"",0.39,",,,a",NA,"",NA,"",NA,""
"54","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1927-01",NA,"",NA,"",0.12,",,a,15,",NA,"",NA,"",0.24,",,,a",NA,"",NA,"",NA,""
"55","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1927-02",NA,"",NA,"",0.13,",,a,23,",NA,"",NA,"",0.13,",,,a",NA,"",NA,"",NA,""
"56","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1927-03",NA,"",NA,"",2.5,",,a,22,",NA,"",NA,"",5.08,",,,a",NA,"",NA,"",NA,""
"57","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1927-04",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"58","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1927-05",NA,"",NA,"",0.1,",,a,16,",NA,"",NA,"",0.21,",,,a",NA,"",NA,"",NA,""
"59","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1927-06",NA,"",NA,"",0.9,",,a,15,",NA,"",NA,"",2.33,",,,a",NA,"",NA,"",NA,""
"60","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1927-07",NA,"",NA,"",0.36,",,a,27,",NA,"",NA,"",0.73,",,,a",NA,"",NA,"",NA,""
"61","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1927-08",NA,"",NA,"",0.46,",,a,23,",NA,"",NA,"",0.55,",,,a",NA,"",NA,"",NA,""
"62","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1927-09",NA,"",NA,"",0.54,",,a,13,",NA,"",NA,"",0.7,",,,a",NA,"",NA,"",NA,""
"63","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1927-10",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"64","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1927-11",NA,"",NA,"",0.22,",,a,19,",NA,"",NA,"",0.22,",,,a",NA,"",NA,"",NA,""
"65","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1927-12",NA,"",NA,"",1.35,",,a,24,",NA,"",NA,"",2.12,",,,a",NA,"",NA,"",NA,""
"66","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1928-01",NA,"",NA,"",0.32,",,a,25,",NA,"",NA,"",0.76,",,,a",NA,"",NA,"",NA,""
"67","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1928-02",NA,"",NA,"",0.45,",,a,15,",NA,"",NA,"",0.84,",,,a",NA,"",NA,"",NA,""
"68","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1928-03",NA,"",NA,"",0.1,",,a,29,",NA,"",NA,"",0.14,",,,a",NA,"",NA,"",NA,""
"69","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1928-04",NA,"",NA,"",0.03,",,a,28,",NA,"",NA,"",0.05,",,,a",NA,"",NA,"",NA,""
"70","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1928-05",NA,"",NA,"",1.1,",,a,23,",NA,"",NA,"",1.91,",,,a",NA,"",NA,"",NA,""
"71","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1928-06",NA,"",NA,"",0.12,",,a,29,",NA,"",NA,"",0.23,",,,a",NA,"",NA,"",NA,""
"72","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1928-07",NA,"",NA,"",0.41,",,a,10,",NA,"",NA,"",0.8,",,,a",NA,"",NA,"",NA,""
"73","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1928-08",NA,"",NA,"",0.02,",,a,29,",NA,"",NA,"",0.02,",,,a",NA,"",NA,"",NA,""
"74","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1928-09",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"75","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1928-10",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"76","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1928-11",NA,"",NA,"",0.03,",,a,21,",NA,"",NA,"",0.03,",,,a",NA,"",NA,"",NA,""
"77","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1928-12",NA,"",NA,"",1.17,",,a,07,",NA,"",NA,"",1.31,",,,a",NA,"",NA,"",NA,""
"78","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1929-01",NA,"",NA,"",0.28,",,a,01,",NA,"",NA,"",0.48,",,,a",NA,"",NA,"",NA,""
"79","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1929-02",NA,"",NA,"",0.13,",,a,20,",NA,"",NA,"",0.29,",,,a",NA,"",NA,"",NA,""
"80","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1929-03",NA,"",NA,"",1.15,",,a,24,",NA,"",NA,"",1.43,",,,a",NA,"",NA,"",NA,""
"81","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1929-04",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"82","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1929-05",NA,"",NA,"",1.88,",,a,16,",NA,"",NA,"",3.76,",,,a",NA,"",NA,"",NA,""
"83","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1929-06",NA,"",NA,"",0.25,",,a,02,",NA,"",NA,"",0.95,",,,a",NA,"",NA,"",NA,""
"84","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1929-07",NA,"",NA,"",0.02,",,a,27,+",NA,"",NA,"",0.06,",,,a",NA,"",NA,"",NA,""
"85","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1929-08",NA,"",NA,"",0.53,",,a,12,",NA,"",NA,"",0.77,",,,a",NA,"",NA,"",NA,""
"86","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1929-09",NA,"",NA,"",0.05,",,a,04,",NA,"",NA,"",0.05,",,,a",NA,"",NA,"",NA,""
"87","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1929-10",NA,"",NA,"",0.4,",,a,27,",NA,"",NA,"",0.41,",,,a",NA,"",NA,"",NA,""
"88","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1929-11",NA,"",NA,"",0.02,",,a,15,",NA,"",NA,"",0.03,",,,a",NA,"",NA,"",NA,""
"89","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1929-12",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"90","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1930-01",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"91","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1930-02",NA,"",NA,"",0.39,",,a,25,",NA,"",NA,"",0.68,",,,a",NA,"",NA,"",NA,""
"92","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1930-03",NA,"",NA,"",0.76,",,a,11,",NA,"",NA,"",1.34,",,,a",NA,"",NA,"",NA,""
"93","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1930-04",NA,"",NA,"",0.48,",,a,30,",NA,"",NA,"",0.89,",,,a",NA,"",NA,"",NA,""
"94","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1930-05",NA,"",NA,"",0.57,",,a,01,",NA,"",NA,"",0.92,",,,a",NA,"",NA,"",NA,""
"95","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1930-06",NA,"",NA,"",0.14,",,a,02,",NA,"",NA,"",0.3,",,,a",NA,"",NA,"",NA,""
"96","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1930-07",NA,"",NA,"",0.05,",,a,01,",NA,"",NA,"",0.1,",,,a",NA,"",NA,"",NA,""
"97","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1930-08",NA,"",NA,"",0.64,",,a,05,",NA,"",NA,"",1.09,",,,a",NA,"",NA,"",NA,""
"98","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1930-09",NA,"",NA,"",0.01,",,a,05,",NA,"",NA,"",0.01,",,,a",NA,"",NA,"",NA,""
"99","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1930-10",NA,"",NA,"",0.74,",,a,22,",NA,"",NA,"",1.38,",,,a",NA,"",NA,"",NA,""
"100","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1930-11",NA,"",NA,"",0.08,",,a,08,",NA,"",NA,"",0.12,",,,a",NA,"",NA,"",NA,""
"101","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1930-12",NA,"",NA,"",0.79,",,a,18,",NA,"",NA,"",1.67,",,,a",NA,"",NA,"",NA,""
"102","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1931-01",NA,"",NA,"",0.46,",,a,08,",NA,"",NA,"",1.19,",,,a",NA,"",NA,"",NA,""
"103","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1931-02",NA,"",NA,"",0.43,",,a,25,",NA,"",NA,"",0.8,",,,a",NA,"",NA,"",NA,""
"104","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1931-03",NA,"",NA,"",2.2,",,a,30,",NA,"",NA,"",3,",,,a",NA,"",NA,"",NA,""
"105","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1931-04",NA,"",NA,"",0.88,",,a,23,",NA,"",NA,"",1.13,",,,a",NA,"",NA,"",NA,""
"106","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1931-05",NA,"",NA,"",0.5,",,a,04,",NA,"",NA,"",1.58,",,,a",NA,"",NA,"",NA,""
"107","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1931-06",NA,"",NA,"",0.65,",,a,27,",NA,"",NA,"",2.07,",,,a",NA,"",NA,"",NA,""
"108","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1931-07",NA,"",NA,"",0.16,",,a,30,",NA,"",NA,"",0.62,",,,a",NA,"",NA,"",NA,""
"109","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1931-08",NA,"",NA,"",0.32,",,a,04,",NA,"",NA,"",0.67,",,,a",NA,"",NA,"",NA,""
"110","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1931-09",NA,"",NA,"",0.13,",,a,02,",NA,"",NA,"",0.17,",,,a",NA,"",NA,"",NA,""
"111","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1931-10",NA,"",NA,"",0.17,",,a,13,",NA,"",NA,"",0.21,",,,a",NA,"",NA,"",NA,""
"112","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1931-11",NA,"",NA,"",0.5,",,a,05,",NA,"",NA,"",0.93,",,,a",NA,"",NA,"",NA,""
"113","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1931-12",NA,"",NA,"",0.03,",,a,31,",NA,"",NA,"",0.03,",,,a",NA,"",NA,"",NA,""
"114","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1932-01",NA,"",NA,"",0.17,",,a,10,",NA,"",NA,"",0.31,",,,a",NA,"",NA,"",NA,""
"115","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1932-02",NA,"",NA,"",0,",,a,29,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"116","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1932-03",NA,"",NA,"",0.3,",,a,29,",NA,"",NA,"",0.49,",,,a",NA,"",NA,"",NA,""
"117","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1932-04",NA,"",NA,"",0.54,",,a,08,",NA,"",NA,"",1.27,",,,a",NA,"",NA,"",NA,""
"118","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1932-05",NA,"",NA,"",0.28,",,a,29,",NA,"",NA,"",0.43,",,,a",NA,"",NA,"",NA,""
"119","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1932-06",NA,"",NA,"",0.05,",,a,01,",NA,"",NA,"",0.1,",,,a",NA,"",NA,"",NA,""
"120","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1932-07",NA,"",NA,"",0.34,",,a,17,",NA,"",NA,"",0.43,",,,a",NA,"",NA,"",NA,""
"121","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1932-08",NA,"",NA,"",0.57,",,a,02,",NA,"",NA,"",1.76,",,,a",NA,"",NA,"",NA,""
"122","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1932-09",NA,"",NA,"",0.06,",,a,18,",NA,"",NA,"",0.06,",,,a",NA,"",NA,"",NA,""
"123","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1932-10",NA,"",NA,"",0.72,",,a,14,",NA,"",NA,"",0.78,",,,a",NA,"",NA,"",NA,""
"124","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1932-11",NA,"",NA,"",0.02,",,a,13,",NA,"",NA,"",0.02,",,,a",NA,"",NA,"",NA,""
"125","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1932-12",NA,"",NA,"",0.55,",,a,17,",NA,"",NA,"",1.69,",,,a",NA,"",NA,"",NA,""
"126","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1933-01",NA,"",NA,"",0.51,",,a,23,",NA,"",NA,"",0.7,",,,a",NA,"",NA,"",NA,""
"127","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1933-02",NA,"",NA,"",0.06,",,a,02,",NA,"",NA,"",0.09,",,,a",NA,"",NA,"",NA,""
"128","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1933-03",NA,"",NA,"",0.89,",,a,09,",NA,"",NA,"",2.61,",,,a",NA,"",NA,"",NA,""
"129","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1933-04",NA,"",NA,"",0.05,",,a,08,",NA,"",NA,"",0.06,",,,a",NA,"",NA,"",NA,""
"130","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1933-05",NA,"",NA,"",0.19,",,a,24,",NA,"",NA,"",0.64,",,,a",NA,"",NA,"",NA,""
"131","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1933-06",NA,"",NA,"",0.41,",,a,05,",NA,"",NA,"",0.57,",,,a",NA,"",NA,"",NA,""
"132","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1933-07",NA,"",NA,"",0.26,",,a,18,",NA,"",NA,"",0.65,",,,a",NA,"",NA,"",NA,""
"133","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1933-08",NA,"",NA,"",0.38,",,a,26,",NA,"",NA,"",0.96,",,,a",NA,"",NA,"",NA,""
"134","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1933-09",NA,"",NA,"",0.2,",,a,28,",NA,"",NA,"",0.23,",,,a",NA,"",NA,"",NA,""
"135","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1933-10",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"136","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1933-11",NA,"",NA,"",0.4,",,a,05,",NA,"",NA,"",1.25,",,,a",NA,"",NA,"",NA,""
"137","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1933-12",NA,"",NA,"",0.33,",,a,01,",NA,"",NA,"",0.37,",,,a",NA,"",NA,"",NA,""
"138","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1934-01",NA,"",NA,"",0.12,",,a,24,",NA,"",NA,"",0.34,",,,a",NA,"",NA,"",NA,""
