"","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"11","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1984-04",0,"0",0,",0",0,",0",15,"1,0,21,+",0,",,0,30,+",0,",,0,30,+",0.05,",,0,29,",77,",0,18,",5796,"0",0.05,",,,0",0,",,,0",42.8,"1,0",61.2,",,,0",24.3,"1,,,0"
"12","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1984-05",11,"0",0,",0",0,",0",20,",0,08,",0,",,0,31,+",0,",,0,31,+",1.35,",,0,16,",88,",0,28,+",6024,"0",2.36,",,,0",0,",,,0",58,",0",76.9,",,,0",39.1,",,,0"
"13","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1984-06",43,"0",0,",0",0,",0",28,",0,08,",0,",,0,30,+",0,",,0,30,+",0.32,",,0,14,",89,",0,30,",6099,"0",1.27,",,,0",0,",,,0",63.6,",0",80.5,",,,0",46.6,",,,0"
"14","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1984-07",121,"0",0,",0",0,",0",46,",0,18,",0,",,0,31,+",0,",,0,31,+",0.28,",,0,02,",91,",0,16,",9,"0",0.67,",,,0",0,",,,0",67.3,",0",83.6,",,,0",50.9,",,,0"
"15","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1984-08",182,"0",0,",0",0,",0",48,",0,31,+",0,",,0,31,+",0,",,0,31,+",1.11,",,0,23,",87,",0,31,",28,"0",4.94,",,,0",0,",,,0",66.3,",0",80.1,",,,0",52.6,",,,0"
"16","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1984-09",190,"0",0,",0",0,",0",31,"2,0,29,",0,",,0,30,+",0,",,0,30,+",0.36,",,0,18,",89,",0,11,",168,"0",1.37,",,,0",0,",,,0",59.8,"2,0",75.7,",,,0",43.8,"2,,,0"
"17","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1984-10",190,"0",0,",0",0,",0",11,"1,0,20,",0,",,0,31,+",0,",,0,31,+",1,",,0,16,",73,",0,03,",776,"0",3.64,",,,0",0,",,,0",44.7,"1,0",58.9,",,,0",30.6,"1,,,0"
"18","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1984-11",190,"0",0,",0",0,",0",4,"1,0,26,",0,",,0,30,+",0,",,0,30,+",0,",T,0,29,+",68,",0,03,",1547,"0",0,",T,,0",0,",,,0",38.2,"1,0",54.6,",,,0",21.8,"1,,,0"
"19","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1984-12",190,"0",NA,"",NA,"",-2,"4,0,06,",NA,"",NA,"",0.26,",,0,14,",61,",0,11,",2387,"0",0.9,",,,0",NA,"",33.7,"4,0",46.8,",,,0",20.6,"4,,,0"
"20","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1985-01",0,"0",NA,"",NA,"",-5,"5,0,14,",NA,"",NA,"",0.2,",,0,12,",57,",0,19,",3348,"0",0.61,",,,0",NA,"",27.9,"5,0",40.9,",,,0",14.9,"5,,,0"
"21","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1985-02",0,"0",NA,"",NA,"",-16,"5,0,02,",NA,"",NA,"",0.08,",,0,22,",66,",0,16,",4147,"0",0.08,",,,0",NA,"",30.6,"5,0",46.3,",,,0",14.9,"5,,,0"
"22","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1985-03",0,"0",0,",0",0,",0",1,"2,0,30,",0,",,0,31,+",0,",,0,31,+",1.25,",,0,12,",69,",0,26,+",4905,"0",2.35,",,,0",0,",,,0",39.2,"2,0",54,",,,0",24.4,"2,,,0"
"23","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1985-04",0,"0",0,",0",0,",0",21,"3,0,01,",0,",,0,30,+",0,",,0,30,+",1.07,",,0,29,",80,",0,20,",5340,"0",1.99,",,,0",0,",,,0",49.3,"3,0",67.3,",,,0",31.2,"3,,,0"
"24","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1985-05",0,"0",0,",0",0,",0",23,",0,11,",0,",,0,31,+",0,",,0,31,+",0.67,",,0,19,",81,",0,30,+",5633,"0",1.74,",,,0",0,",,,0",55.5,",0",72.1,",,,0",39,",,,0"
"25","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1985-06",33,"0",0,",0",0,",0",35,",0,02,",0,",,0,30,+",0,",,0,30,+",0.76,",,0,25,",90,",0,09,",5721,"0",2.72,",,,0",0,",,,0",63.2,",0",79.4,",,,0",46.9,",,,0"
"26","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1985-07",121,"0",NA,"",0,"1,0",39,",0,03,",NA,"",0,"1,,0,31,+",0.5,",,0,10,",92,",0,10,",15,"0",1.55,",,,0",0,"1,,,0",67.3,",0",85.4,",,,0",49.3,",,,0"
"27","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1985-08",186,"0",0,",0",0,",0",34,",0,22,",0,",,0,31,+",0,",,0,31,+",0.86,",,0,21,",89,",0,07,",29,"0",4.63,",,,0",0,",,,0",66.6,",0",84,",,,0",49.2,",,,0"
"28","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1985-09",195,"0",0,",0",0,",0",20,"3,0,28,",0,",,0,30,+",0,",,0,30,+",1,",,0,21,",88,",0,02,",247,"0",3.86,",,,0",0,",,,0",57.6,"3,0",73.8,",,,0",41.3,"3,,,0"
"29","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1985-10",195,"0",0,",0",0,",0",27,",0,30,",0,",,0,31,+",0,",,0,31,+",1.14,",,0,17,",79,",0,07,",715,"0",3.02,",,,0",0,",,,0",49.9,",0",64.9,",,,0",34.8,",,,0"
"30","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1985-11",195,"0",0,",0",0,",0",-2,"1,0,19,",0,",,0,30,+",0,",,0,30,+",0,",T,0,14,",70,",0,09,",1417,"0",0,",T,,0",0,",,,0",40.7,"1,0",57,",,,0",24.3,"1,,,0"
"31","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1985-12",195,"0",NA,"",NA,"",2,"1,0,11,",NA,"",NA,"",0.11,",,0,13,",66,",0,30,",2424,"0",0.18,",,,0",NA,"",31.4,"1,0",49.1,",,,0",13.6,"1,,,0"
"32","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1986-01",0,"0",0,",0",0,",0",0,",0,10,+",0,",,0,31,+",0.5,",,0,07,",0.03,",,0,07,",69,",0,20,",3376,"0",0.03,",,,0",0.5,",,,0",34.3,",0",54.2,",,,0",14.4,",,,0"
"33","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1986-02",0,"0",NA,"",4,",0",-19,"1,0,11,",NA,"",7.2,",,0,07,",0.44,",,0,07,",73,"1,0,27,",4132,"0",1.11,",,,0",17.2,",,,0",35.4,"2,0",50.9,"1,,,0",20,"1,,,0"
"34","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1986-03",0,"0",0,",0",0,",0",12,",0,19,",0,",,0,31,+",0,",,0,31,+",0.14,",,0,19,",76,",0,29,",4827,"0",0.21,",,,0",0,",,,0",42.6,",0",61.4,",,,0",23.8,",,,0"
"35","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1986-04",0,"0",0,",0",0,",0",21,",0,05,",0,",,0,30,+",0,",,0,30,+",0.5,",,0,26,",78,",0,23,",5285,"0",1.02,",,,0",0,",,,0",49.7,",0",65.6,",,,0",33.8,",,,0"
"36","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1986-05",2,"0",0,",0",0,",0",29,",0,10,",0,",,0,31,+",0,",,0,31,+",0.79,",,0,02,",83,",0,21,",5587,"0",2.92,",,,0",0,",,,0",55.3,",0",70.7,",,,0",40,",,,0"
"37","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1986-06",27,"0",0,",0",0,",0",40,",0,10,+",0,",,0,30,+",0,",,0,30,+",1.34,",,0,09,",88,",0,17,",5674,"0",6.57,",,,0",0,",,,0",62.9,",0",77.6,",,,0",48.3,",,,0"
"38","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1986-07",99,"0",0,",0",0,",0",40,",0,27,",0,",,0,31,+",0,",,0,31,+",0.7,",,0,10,",93,",0,30,",6,"0",1.99,",,,0",0,",,,0",67.1,",0",83.7,",,,0",50.5,",,,0"
"39","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1986-08",190,"0",0,",0",0,",0",33,",0,25,+",0,",,0,31,+",0,",,0,31,+",0.81,",,0,06,",92,"1,0,21,",26,"0",4.84,",,,0",0,",,,0",67,"1,0",83.1,"1,,,0",51,",,,0"
"40","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1986-09",194,"0",0,",0",0,",0",27,",0,30,",0,",,0,30,+",0,",,0,30,+",1.02,",,0,08,",83,",0,21,+",217,"0",2.34,",,,0",0,",,,0",58.7,",0",74.6,",,,0",42.9,",,,0"
"41","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1986-10",194,"0",0,",0",0,",0",16,",0,13,",0,",,0,31,+",0,",,0,31,+",0.55,",,0,21,",73,",0,09,+",799,"0",1.91,",,,0",0,",,,0",46.2,",0",62.5,",,,0",29.9,",,,0"
"42","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1986-11",194,"0",0,",0",0,",0",-2,"1,0,24,",0,",,0,30,+",0,",,0,30,+",0.71,",,0,03,",68,",0,18,",1676,"0",1.78,",,,0",0,",,,0",34.9,"1,0",50.3,",,,0",19.5,"1,,,0"
"43","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1986-12",194,"0",0,",0",0,",0",-12,",0,11,",0,",,0,31,+",0,",,0,31,+",0.33,",,0,09,",58,",0,06,",2817,"0",1.27,",,,0",0,",,,0",28.2,",0",42.8,",,,0",13.5,",,,0"
"44","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1987-01",0,"0",NA,"",4,"1,0",-21,"1,0,22,",NA,"",10,"1,,0,16,",0.77,",,0,16,",62,"1,0,05,",3945,"0",1.78,",,,0",20,"1,,,0",26.1,"2,0",43.3,"1,,,0",9,"1,,,0"
"45","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1987-02",0,"0",NA,"",4,",0",5,"2,0,21,",NA,"",7,",,0,19,",0.62,",,0,19,",62,"1,0,03,",4790,"0",1.55,",,,0",11,",,,0",32.1,"2,0",46.8,"1,,,0",17.4,"2,,,0"
"46","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1987-03",0,"0",0,",0",0,",0",5,",0,30,",0,",,0,31,+",0,",T,0,11,",0.23,",,0,17,",69,",0,07,",5649,"0",0.62,",,,0",0,",T,,0",37.3,",0",53.1,",,,0",21.5,",,,0"
"47","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1987-04",0,"0",0,",0",0,",0",11,"1,0,05,",0,",,0,30,+",0,",,0,30,+",0.37,",,0,05,",80,",0,18,",6239,"0",0.61,",,,0",0,",,,0",44.7,"1,0",63.4,",,,0",26.1,"1,,,0"
"48","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1987-05",0,"0",0,",0",0,",0",30,",0,29,+",0,",,0,31,+",0,",,0,31,+",0.7,",,0,25,",78,",0,19,",6567,"0",2.67,",,,0",0,",,,0",54.4,",0",69.9,",,,0",39,",,,0"
"49","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1987-06",19,"0",0,",0",0,",0",38,",0,01,",0,",,0,30,+",0,",,0,30,+",0.97,",,0,26,",91,",0,25,",6650,"0",3.2,",,,0",0,",,,0",62.9,",0",80.3,",,,0",45.5,",,,0"
"50","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1987-07",89,"0",NA,"",0,"1,0",36,"1,0,18,",NA,"",0,"1,,0,31,+",0.67,",,0,23,",90,",0,08,",25,"0",0.93,",,,0",0,"1,,,0",66.5,"1,0",84.8,",,,0",48.3,"1,,,0"
"51","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1987-08",170,"0",0,",0",0,",0",40,"1,0,17,",0,",,0,31,+",0,",,0,31,+",0.96,",,0,23,",91,",0,04,+",77,"0",4.94,",,,0",0,",,,0",66,"1,0",80.4,",,,0",51.6,"1,,,0"
"52","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1987-09",171,"0",0,",0",0,",0",33,",0,15,",0,",,0,30,+",0,",,0,30,+",0.5,",,0,12,",82,",0,03,",265,"0",1.71,",,,0",0,",,,0",58.8,",0",75.4,",,,0",42.1,",,,0"
"53","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1987-10",171,"0",0,",0",0,",0",22,",0,21,",0,",,0,31,+",0,",,0,31,+",0.02,",,0,14,",80,",0,05,",702,"0",0.02,",,,0",0,",,,0",50.9,",0",70.4,",,,0",31.4,",,,0"
"54","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1987-11",171,"0",1,",0",1,",0",-16,",0,27,",2,",,0,27,",2,",,0,27,",0.35,",,0,27,",68,",0,01,",1547,"0",1.16,",,,0",2.4,",,,0",36.8,",0",55.4,",,,0",18.3,",,,0"
"55","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1987-12",171,"0",1,"5,0",1,",0",-20,",0,27,",6,"5,,0,13,",6,",,0,13,",0.24,",,0,13,",70,",0,05,",2797,"0",0.65,",,,0",6,",,,0",24.7,",0",44.7,",,,0",4.6,",,,0"
"56","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1988-01",0,"0",5,",0",3,",0",-12,"2,0,25,",4,",,0,19,",4,",,0,19,",0.26,",,0,06,",59,",0,29,",3942,"0",0.64,",,,0",9.5,",,,0",25.4,"2,0",41.5,",,,0",9.3,"2,,,0"
"57","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1988-02",0,"0",0,",0",0,",0",9,",0,11,",0,",,0,29,+",0,",T,0,17,+",0.25,",,0,11,",67,",0,27,",4776,"0",0.27,",,,0",0,",T,,0",36.2,",0",54.7,",,,0",17.8,",,,0"
"58","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1988-03",0,"0",0,"3,0",2,",0",-1,",0,14,",0,"3,,0,31,+",4.3,",,0,17,",0.22,",,0,17,",75,",0,28,",5629,"0",0.32,",,,0",5.3,",,,0",37.5,",0",57,",,,0",18,",,,0"
"59","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1988-04",0,"0",0,"1,0",1,",0",13,",0,02,",0,"1,,0,30,+",5,",,0,01,",0.52,",,0,17,",79,"1,0,16,",6159,"0",1.19,",,,0",5,",,,0",46.6,"1,0",63.6,"1,,,0",29.6,",,,0"
"60","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1988-05",0,"0",0,",0",0,",0",20,",0,08,",0,",,0,31,+",0,",,0,31,+",1.08,",,0,18,",84,",0,14,",6555,"0",1.86,",,,0",0,",,,0",52.2,",0",69.6,",,,0",34.8,",,,0"
"61","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1988-06",30,"0",0,",0",0,",0",31,"3,0,01,",0,",,0,30,+",0,",,0,30,+",0.86,",,0,15,",89,",0,23,+",6663,"0",3.65,",,,0",0,",,,0",62.1,"3,0",76.7,",,,0",47.5,"3,,,0"
"62","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1988-07",NA,"",0,",0",0,",0",36,",0,17,",0,",,0,31,+",0,",,0,31,+",0.7,",,0,10,",NA,"",NA,"",3.8,",,,0",0,",,,0",NA,"",NA,"",49.9,",,,0"
"63","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1988-08",NA,"",NA,"",0,"1,0",43,",0,29,",NA,"",0,"1,,0,31,+",1.33,",,0,08,",86,",0,14,+",NA,"",5.54,",,,0",0,"1,,,0",66.1,",0",79.6,",,,0",52.5,",,,0"
"64","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1988-09",NA,"",0,",0",0,",0",23,",0,10,",0,",,0,30,+",0,",,0,30,+",1.35,",,0,13,",83,",0,11,+",NA,"",3.17,",,,0",0,",,,0",56.5,",0",73.4,",,,0",39.6,",,,0"
"65","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1988-10",NA,"",0,",0",0,",0",17,"1,0,15,",0,",,0,31,+",0,",,0,31,+",0.2,",,0,05,",80,",0,18,",NA,"",0.21,",,,0",0,",,,0",50.6,"1,0",70.6,",,,0",30.5,"1,,,0"
"66","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1988-11",NA,"",0,",0",0,",0",3,",0,26,",0,",,0,30,+",0,",,0,30,+",0.05,",,0,19,",74,",0,07,+",NA,"",0.05,",,,0",0,",,,0",39.3,",0",57.6,",,,0",21,",,,0"
"67","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1988-12",NA,"",0,",0",0,",0",-14,",0,24,",0,",,0,31,+",0,",T,0,20,+",0.08,",,0,20,",64,"1,0,14,",NA,"",0.16,",,,0",0,",T,,0",26.7,"1,0",45.4,"1,,,0",8.1,",,,0"
"68","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1989-01",0,"0",2,"4,0",1,",0",-12,"1,0,29,",5,"4,,0,29,+",5.5,",,0,28,",0.35,",,0,28,",61,",0,05,",NA,"",0.84,",,,0",6,",,,0",28,"1,0",47.7,",,,0",8.3,"1,,,0"
"69","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1989-02",0,"0",3,",0",1,",0",-21,",0,07,",2,",,0,07,+",2.5,",,0,05,",0.13,",,0,05,",74,",0,26,",NA,"",0.15,",,,0",2.5,",,,0",29.5,",0",47.1,",,,0",11.8,",,,0"
"70","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1989-03",0,"0",0,",0",0,",0",-9,",0,04,",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",80,",0,11,",NA,"",0,",,,0",0,",,,0",42.6,",0",63.8,",,,0",21.4,",,,0"
"71","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1989-04",0,"0",0,",0",0,",0",14,",0,09,",0,",,0,30,+",0,",,0,30,+",0.19,",,0,13,",85,",0,21,",NA,"",0.19,",,,0",0,",,,0",49.4,",0",70,",,,0",28.9,",,,0"
"72","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1989-05",11,"0",0,",0",0,",0",21,",0,06,",0,",,0,31,+",0,",,0,31,+",0.6,",,0,11,",89,",0,09,",NA,"",1.39,",,,0",0,",,,0",56.9,",0",76.9,",,,0",37,",,,0"
"73","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1989-06",78,"0",0,",0",0,",0",32,",0,23,",0,",,0,30,+",0,",,0,30,+",0.75,",,0,14,",91,"1,0,20,",NA,"",2,",,,0",0,",,,0",63.9,"1,0",79.8,"1,,,0",47.9,",,,0"
"74","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1989-07",191,"0",0,",0",0,",0",38,",0,25,+",0,",,0,31,+",0,",,0,31,+",1.59,",,0,25,",98,",0,20,",36,"0",3.89,",,,0",0,",,,0",67.5,",0",85,",,,0",50,",,,0"
"75","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1989-08",224,"0",0,",0",0,",0",32,",0,06,",0,",,0,31,+",0,",,0,31,+",0.55,",,0,09,",87,",0,06,+",93,"0",2.98,",,,0",0,",,,0",64.2,",0",81.2,",,,0",47.2,",,,0"
"76","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1989-09",248,"0",0,",0",0,",0",31,",0,15,",0,",,0,30,+",0,",,0,30,+",1.4,",,0,20,",85,",0,02,",229,"0",1.8,",,,0",0,",,,0",61.3,",0",78.4,",,,0",44.2,",,,0"
"77","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1989-10",248,"0",0,",0",0,",0",-3,",0,29,",0,",,0,31,+",0,",,0,31,+",0.15,",,0,04,",81,",0,02,",766,"0",0.29,",,,0",0,",,,0",47.7,",0",67.5,",,,0",27.8,",,,0"
"78","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1989-11",248,"0",0,",0",0,",0",6,"1,0,23,",0,",,0,30,+",0,",,0,30,+",0,",,0,30,+",75,",0,12,",1520,"0",0,",,,0",0,",,,0",39.1,"1,0",60.4,",,,0",17.9,"1,,,0"
"79","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1989-12",248,"0",0,",0",0,",0",-1,",0,22,",0,",T,0,31,+",0.4,",,0,11,",0.04,",,0,11,",62,",0,05,",2689,"0",0.09,",,,0",0.9,",,,0",27.3,",0",44.5,",,,0",10.1,",,,0"
"80","USC00294862","LAS VEGAS WASTE WATER PLANT, NM US",35.5677,-105.213,1935.2,"1990-01",0,"0",NA,"",2,",0",-11,"1,0,20,",NA,"",15,",,0,18,",1.15,",,0,18,",65,",0,12,",3819,"0",1.42,",,,0",19,",,,0",27.4,"1,0",46.1,",,,0",8.8,"1,,,0"
